1, 1, 270 
1, 2, 66 
1, 3, 212 
1, 4, 222 
1, 5, 192 
1, 6, 312 
1, 7, 437 
1, 8, 374 
1, 9, 652 
1, 10, 472 
1, 11, 663 
1, 12, 584 
1, 13, 1184 
1, 14, 763 
1, 15, 493 
10, 1, 97 
10, 2, 64 
10, 3, 102 
10, 4, 1097 
10, 5, 286 
10, 6, 411 
10, 7, 253 
10, 8, 339 
10, 9, 1002 
10, 10, 580 
10, 11, 402 
10, 12, 550 
10, 13, 1014 
10, 14, 512 
10, 15, 310 
100, 1, 46 
100, 2, 51 
100, 3, 78 
100, 4, 79 
100, 5, 148 
100, 6, 138 
100, 7, 147 
100, 8, 178 
100, 9, 568 
100, 10, 203 
100, 11, 300 
100, 12, 257 
100, 13, 289 
100, 14, 322 
100, 15, 345 
1000, 1, 49 
1000, 2, 60 
1000, 3, 64 
1000, 4, 72 
1000, 5, 108 
1000, 6, 130 
1000, 7, 156 
1000, 8, 188 
1000, 9, 239 
1000, 10, 230 
1000, 11, 250 
1000, 12, 233 
1000, 13, 294 
1000, 14, 272 
1000, 15, 343 
10000, 1, 89 
10000, 2, 73 
10000, 3, 90 
10000, 4, 91 
10000, 5, 120 
10000, 6, 134 
10000, 7, 150 
10000, 8, 174 
10000, 9, 186 
10000, 10, 212 
10000, 11, 224 
10000, 12, 263 
10000, 13, 567 
10000, 14, 498 
10000, 15, 509 
100000, 1, 659 
100000, 2, 458 
100000, 3, 495 
100000, 4, 641 
100000, 5, 555 
100000, 6, 664 
100000, 7, 723 
100000, 8, 918 
100000, 9, 786 
100000, 10, 2990 
100000, 11, 1462 
100000, 12, 930 
100000, 13, 1042 
100000, 14, 849 
100000, 15, 1209 
1000000, 1, 4135 
1000000, 2, 2047 
1000000, 3, 2470 
1000000, 4, 1755 
1000000, 5, 2468 
1000000, 6, 2081 
1000000, 7, 2125 
1000000, 8, 1960 
1000000, 9, 2001 
1000000, 10, 2086 
1000000, 11, 1971 
1000000, 12, 2026 
1000000, 13, 2496 
1000000, 14, 2357 
1000000, 15, 2129 
10000000, 1, 32481 
10000000, 2, 17232 
10000000, 3, 21077 
10000000, 4, 16920 
10000000, 5, 19226 
10000000, 6, 17023 
10000000, 7, 18230 
10000000, 8, 16692 
10000000, 9, 18156 
10000000, 10, 17088 
10000000, 11, 17515 
10000000, 12, 20511 
10000000, 13, 17936 
10000000, 14, 17199 
10000000, 15, 17114 
100000000, 1, 321000 
100000000, 2, 171886 
100000000, 3, 185245 
100000000, 4, 164569 
100000000, 5, 205104 
100000000, 6, 164309 
100000000, 7, 166922 
100000000, 8, 168800 
100000000, 9, 165414 
100000000, 10, 163445 
100000000, 11, 164398 
100000000, 12, 164274 
100000000, 13, 164046 
100000000, 14, 162779 
100000000, 15, 164248 
