1, 1, 53 
1, 2, 227 
1, 3, 77 
1, 4, 85 
1, 5, 130 
1, 6, 241 
1, 7, 235 
1, 8, 505 
1, 9, 459 
1, 10, 330 
1, 11, 326 
1, 12, 527 
1, 13, 407 
1, 14, 705 
1, 15, 571 
10, 1, 47 
10, 2, 486 
10, 3, 150 
10, 4, 96 
10, 5, 363 
10, 6, 274 
10, 7, 185 
10, 8, 322 
10, 9, 573 
10, 10, 375 
10, 11, 375 
10, 12, 488 
10, 13, 317 
10, 14, 619 
10, 15, 379 
100, 1, 46 
100, 2, 93 
100, 3, 367 
100, 4, 88 
100, 5, 129 
100, 6, 141 
100, 7, 165 
100, 8, 186 
100, 9, 169 
100, 10, 255 
100, 11, 240 
100, 12, 325 
100, 13, 287 
100, 14, 311 
100, 15, 366 
1000, 1, 45 
1000, 2, 79 
1000, 3, 89 
1000, 4, 83 
1000, 5, 121 
1000, 6, 155 
1000, 7, 468 
1000, 8, 205 
1000, 9, 210 
1000, 10, 233 
1000, 11, 276 
1000, 12, 247 
1000, 13, 323 
1000, 14, 363 
1000, 15, 356 
10000, 1, 76 
10000, 2, 73 
10000, 3, 85 
10000, 4, 126 
10000, 5, 113 
10000, 6, 156 
10000, 7, 164 
10000, 8, 165 
10000, 9, 622 
10000, 10, 224 
10000, 11, 313 
10000, 12, 291 
10000, 13, 540 
10000, 14, 522 
10000, 15, 689 
100000, 1, 380 
100000, 2, 449 
100000, 3, 434 
100000, 4, 341 
100000, 5, 298 
100000, 6, 432 
100000, 7, 651 
100000, 8, 705 
100000, 9, 570 
100000, 10, 781 
100000, 11, 647 
100000, 12, 1098 
100000, 13, 818 
100000, 14, 766 
100000, 15, 735 
1000000, 1, 3332 
1000000, 2, 1687 
1000000, 3, 1409 
1000000, 4, 1254 
1000000, 5, 1512 
1000000, 6, 1359 
1000000, 7, 1315 
1000000, 8, 1355 
1000000, 9, 1367 
1000000, 10, 1343 
1000000, 11, 1426 
1000000, 12, 1414 
1000000, 13, 1731 
1000000, 14, 1328 
1000000, 15, 1464 
10000000, 1, 30678 
10000000, 2, 15984 
10000000, 3, 12458 
10000000, 4, 11280 
10000000, 5, 13399 
10000000, 6, 11656 
10000000, 7, 11147 
10000000, 8, 11975 
10000000, 9, 13919 
10000000, 10, 11394 
10000000, 11, 10455 
10000000, 12, 9936 
10000000, 13, 11626 
10000000, 14, 10399 
10000000, 15, 11178 
100000000, 1, 303346 
100000000, 2, 155652 
100000000, 3, 120171 
100000000, 4, 93418 
100000000, 5, 108253 
100000000, 6, 95735 
100000000, 7, 98334 
100000000, 8, 101013 
100000000, 9, 97376 
100000000, 10, 93753 
100000000, 11, 93013 
100000000, 12, 92844 
100000000, 13, 94394 
100000000, 14, 92761 
100000000, 15, 93680 
